early_compound	late_compound	forward_score	reverse_score	order_advantage	early_mean_resolver	early_resolver_floor	early_retention	late_retention	late_q25_retention	late_resolver_floor	early_tier	late_tier	both_named	both_hard_gate	forward_percentile	order_percentile	basin_switch_index	basin_switch_rank
ticlopidine	tyrphostin-1	0.5680397122189225	0.40918711605592667	0.1588525961629958	0.27117536779093954	0.1225165724754333	-0.017839344839255	0.2134195044636726	0.165535744279623	0.1507142931222915	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.1605351170568562	0.17725752508361203	0.16638795986622074	271
emf-sumo1-10	ambroxol	0.4119056986112679	0.15213492328655864	0.25977077532470927	0.22550654344792875	0.1770792342722416	-0.0825536770539151	0.2222777725093894	0.214442616328597	-0.1124999905005097	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.010033444816053512	0.4414715719063545	0.16103678929765883	272
ticlopidine	atorvastatin	0.4883671634468354	0.2590214032698275	0.22934576017700792	0.27117536779093954	0.1225165724754333	-0.017839344839255	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.043478260869565216	0.3712374581939799	0.15819397993311035	273
arcyriaflavin-a	duloxetine	0.5818345652032081	0.45879104459244324	0.12304352061076484	0.25139682919585277	0.135857936926186	0.176811108055214	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.18729096989966554	0.10367892976588629	0.15802675585284282	274
etomidate	tyrphostin-1	0.6155573366734656	0.5881634352447848	0.02739390142868081	0.2152146542710917	0.1923187635838985	0.189117331109527	0.2134195044636726	0.165535744279623	0.1507142931222915	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.23745819397993312	0.010033444816053512	0.15785953177257525	275
arcyriaflavin-a	ambroxol	0.5674783769137565	0.4244448512696497	0.14303352564410676	0.25139682919585277	0.135857936926186	0.176811108055214	0.2222777725093894	0.214442616328597	-0.1124999905005097	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.15719063545150502	0.14381270903010032	0.15250836120401337	276
emf-sumo1-10	duloxetine	0.4262618869007195	0.18648111660935218	0.2397807702913673	0.22550654344792875	0.1770792342722416	-0.0825536770539151	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.013377926421404682	0.3879598662207358	0.14448160535117058	277
bibx-1382	duloxetine	0.545953930642027	0.38009240180771375	0.16586152883431327	0.2560217449707644	0.2144357274685587	0.0958000073830286	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.11371237458193979	0.19732441471571907	0.14297658862876256	278
bibx-1382	ambroxol	0.5315977423525755	0.3457462084849201	0.1858515338676554	0.2560217449707644	0.2144357274685587	0.0958000073830286	0.2222777725093894	0.214442616328597	-0.1124999905005097	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.09364548494983277	0.23411371237458195	0.14280936454849497	279
arcyriaflavin-a	tubocurarine	0.5497863379395789	0.3891804103983476	0.16060592754123126	0.25139682919585277	0.135857936926186	0.176811108055214	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.12040133779264214	0.18394648829431437	0.14264214046822743	280
bibx-1382	tubocurarine	0.5139057033783977	0.31048176761361806	0.20342393576477963	0.2560217449707644	0.2144357274685587	0.0958000073830286	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.06688963210702341	0.2809364548494983	0.14180602006688964	281
emf-sumo1-10	atorvastatin	0.41034117299649453	0.17147265888366198	0.23886851411283255	0.22550654344792875	0.1770792342722416	-0.0825536770539151	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.006688963210702341	0.38461538461538464	0.13896321070234113	282
prednisolone-acetate	tyrphostin-1	0.5805700247264688	0.49313594927523446	0.08743407545123433	0.2319165623214628	0.1410348883696965	0.0857388911147912	0.2134195044636726	0.165535744279623	0.1507142931222915	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.1806020066889632	0.056856187290969896	0.13729096989966555	283
nu-7026	tubocurarine	0.45328987298148965	0.22875717095661136	0.2245327020248783	0.22968370221289142	0.121435706104551	0.0272444321049584	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.020066889632107024	0.34448160535117056	0.13361204013377925	284
arcyriaflavin-a	atorvastatin	0.565913851298983	0.4437825868667531	0.12213126443222988	0.25139682919585277	0.135857936926186	0.176811108055214	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.14715719063545152	0.09698996655518395	0.12959866220735788	285
nu-7026	ambroxol	0.47098191195566735	0.26402161182791345	0.2069603001277539	0.22968370221289142	0.121435706104551	0.0272444321049584	0.2222777725093894	0.214442616328597	-0.1124999905005097	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.030100334448160536	0.2976588628762542	0.12374581939799331	286
bibx-1382	atorvastatin	0.5300332167378019	0.3650839440820235	0.1649492726557784	0.2560217449707644	0.2144357274685587	0.0958000073830286	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.08695652173913043	0.19063545150501673	0.12324414715719065	287
prednisolone-acetate	tubocurarine	0.4847699625949774	0.28836806002072984	0.19640190257424756	0.2319165623214628	0.1410348883696965	0.0857388911147912	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.03678929765886288	0.26421404682274247	0.11638795986622073	288
prednisolone-acetate	ambroxol	0.5024620015691551	0.323632500892032	0.1788295006771231	0.2319165623214628	0.1410348883696965	0.0857388911147912	0.2222777725093894	0.214442616328597	-0.1124999905005097	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.06020066889632107	0.22073578595317725	0.11638795986622072	289
nu-7026	duloxetine	0.4853381002451189	0.298367805150707	0.18697029509441193	0.22968370221289142	0.121435706104551	0.0272444321049584	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.04013377926421405	0.24414715719063546	0.11153846153846153	290
nu-7026	tyrphostin-1	0.5490899351129811	0.433525060211116	0.11556487490186512	0.22968370221289142	0.121435706104551	0.0272444321049584	0.2134195044636726	0.165535744279623	0.1507142931222915	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.11705685618729098	0.08695652173913043	0.10652173913043478	291
prednisolone-acetate	duloxetine	0.5168181898586066	0.35797869421482553	0.15883949564378108	0.2319165623214628	0.1410348883696965	0.0857388911147912	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.07023411371237458	0.17391304347826086	0.10652173913043478	291
emf-sumo1-10	tyrphostin-1	0.4900137217685816	0.32163837166976117	0.16837535009882043	0.22550654344792875	0.1770792342722416	-0.0825536770539151	0.2134195044636726	0.165535744279623	0.1507142931222915	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.05016722408026756	0.20735785953177258	0.10518394648829432	293
etomidate	duloxetine	0.5518055018056035	0.4530061801843758	0.09879932162122773	0.2152146542710917	0.1923187635838985	0.189117331109527	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.12374581939799331	0.06688963210702341	0.10384615384615385	294
nu-7026	atorvastatin	0.46941738634089386	0.2833593474250168	0.18605803891587708	0.22968370221289142	0.121435706104551	0.0272444321049584	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.026755852842809364	0.23745819397993312	0.10050167224080267	295
etomidate	ambroxol	0.5374493135161519	0.41865998686158223	0.11878932665456965	0.2152146542710917	0.1923187635838985	0.189117331109527	0.2222777725093894	0.214442616328597	-0.1124999905005097	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.10367892976588629	0.09364548494983277	0.10016722408026756	296
prednisolone-acetate	atorvastatin	0.5008974759543816	0.34297023648913527	0.15792723946524634	0.2319165623214628	0.1410348883696965	0.0857388911147912	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.056856187290969896	0.1705685618729097	0.09665551839464882	297
etomidate	tubocurarine	0.5197572745419742	0.38339554599028003	0.13636172855169415	0.2152146542710917	0.1923187635838985	0.189117331109527	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.07692307692307693	0.13043478260869565	0.09565217391304348	298
etomidate	atorvastatin	0.5358847879013784	0.43799772245868557	0.09788706544269282	0.2152146542710917	0.1923187635838985	0.189117331109527	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.09698996655518395	0.06354515050167224	0.08528428093645486	299
