early_compound	late_compound	forward_score	reverse_score	order_advantage	early_mean_resolver	early_resolver_floor	early_retention	late_retention	late_q25_retention	late_resolver_floor	early_tier	late_tier	both_named	both_hard_gate	forward_percentile	order_percentile	basin_switch_index	basin_switch_rank
panobinostat	duloxetine	0.7918459436364678	0.49297541542170886	0.2988705282147589	0.5086224198873555	0.4303749033382961	0.0823826835387283	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Excluded_safety	Tier_4_not_prioritized	True	False	0.6956521739130435	0.5551839464882943	0.6464882943143813	91
panobinostat	ambroxol	0.7774897553470163	0.4586292220989153	0.31886053324810093	0.5086224198873555	0.4303749033382961	0.0823826835387283	0.2222777725093894	0.214442616328597	-0.1124999905005097	Excluded_safety	Tier_4_not_prioritized	True	False	0.6588628762541806	0.6220735785953178	0.6459866220735786	92
panobinostat	tubocurarine	0.7597977163728387	0.42336478122761323	0.33643293514522543	0.5086224198873555	0.4303749033382961	0.0823826835387283	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Excluded_safety	Tier_4_not_prioritized	True	False	0.6321070234113713	0.6655518394648829	0.6438127090301003	93
ezetimibe	atorvastatin	0.7381697335383957	0.3611505521712677	0.377019181367128	0.5361593619787267	0.2945428660937718	-0.0482021930317084	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.568561872909699	0.7725752508361204	0.6399665551839464	94
ticlopidine	prednisone	0.7088637376972843	0.2961581635939341	0.4127055741033502	0.27117536779093954	0.1225165724754333	-0.017839344839255	0.4679000046518113	0.368160122902029	-0.106774996034801	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.5016722408026756	0.8695652173913043	0.6304347826086956	95
geldanamycin	bromocriptine	0.819842106804976	0.5988749089375478	0.22096719786742824	0.30605833711368696	0.1065098238842827	0.2312507074740198	0.3878145326679159	0.2492790310126212	-0.0219900336648736	Excluded_safety	Tier_4_not_prioritized	True	False	0.7859531772575251	0.3411371237458194	0.6302675585284281	96
geldanamycin	pd-0325901	0.8133249957713166	0.5843220116082757	0.22900298416304088	0.30605833711368696	0.1065098238842827	0.2312507074740198	0.3888269828425513	0.1429306140376461	-0.0338409654796123	Excluded_safety	Tier_4_not_prioritized	True	False	0.7692307692307693	0.36789297658862874	0.6287625418060201	97
prochlorperazine	bromocriptine	0.7468006643337302	0.4029224004942022	0.34387826383952796	0.3393047527809228	0.148764285658087	0.0186749911970562	0.3878145326679159	0.2492790310126212	-0.0219900336648736	Excluded_safety	Tier_4_not_prioritized	True	False	0.5953177257525084	0.6889632107023411	0.6280936454849498	98
wz-4002	psb-069	0.9061404863882454	0.8044199939717405	0.10172049241650494	0.24279621433067533	0.1696766402040209	0.3318178856538402	0.4291111048724916	0.3565118457966794	0.0297714109931673	Tier_1_mechanistic_probe	Tier_3_computational_hit	True	True	0.9230769230769231	0.07023411371237458	0.6245819397993312	99
prochlorperazine	pd-0325901	0.7402835533000706	0.38836950316492996	0.3519140501351406	0.3393047527809228	0.148764285658087	0.0186749911970562	0.3888269828425513	0.1429306140376461	-0.0338409654796123	Excluded_safety	Tier_4_not_prioritized	True	False	0.5752508361204013	0.7157190635451505	0.6244147157190636	100
stk-249718	pd-184352	0.6956500904375894	0.23931665547073838	0.456333434966851	0.48277351991938694	0.3056777156889438	-0.0874331403109762	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.45484949832775917	0.9331103678929766	0.6222408026755852	101
bibx-1382	prednisone	0.750529790988251	0.41517695754263834	0.3353528334456127	0.2560217449707644	0.2144357274685587	0.0958000073830286	0.4679000046518113	0.368160122902029	-0.106774996034801	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.6020066889632107	0.6588628762541806	0.6219063545150502	102
panobinostat	atorvastatin	0.7759252297322429	0.47796695769601866	0.2979582720362242	0.5086224198873555	0.4303749033382961	0.0823826835387283	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Excluded_safety	Tier_4_not_prioritized	True	False	0.6521739130434783	0.5518394648829431	0.6170568561872909	103
r(-)-propylnorapomorphine	duloxetine	0.7184408693260231	0.3339793175008029	0.38446155182522024	0.5167463860873664	0.2317333327872412	-0.0806753974821832	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.5183946488294314	0.7993311036789298	0.6167224080267558	104
pre-084	wz-4002	0.851671732860499	0.6865121912883801	0.16515954157211887	0.3460696306345718	0.1495749969035387	0.1047722188134988	0.3318178856538402	0.1799050901706019	0.1696766402040209	Tier_1_mechanistic_probe	Tier_1_mechanistic_probe	True	True	0.8394648829431438	0.1939799331103679	0.6135451505016724	105
arcyriaflavin-a	psb-069	0.8372377124541097	0.653713523805703	0.1835241886484067	0.25139682919585277	0.135857936926186	0.176811108055214	0.4291111048724916	0.3565118457966794	0.0297714109931673	Tier_4_not_prioritized	Tier_3_computational_hit	True	False	0.822742474916388	0.22408026755852842	0.6132107023411372	106
r(-)-propylnorapomorphine	ambroxol	0.7040846810365716	0.29963312417800936	0.40445155685856227	0.5167463860873664	0.2317333327872412	-0.0806753974821832	0.2222777725093894	0.214442616328597	-0.1124999905005097	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.48494983277591974	0.8494983277591973	0.6125418060200669	107
ag-490	bromocriptine	0.7083104905276929	0.32368489496672304	0.38462559556096987	0.34080952472452597	0.2174672408561621	-0.0613149003022246	0.3878145326679159	0.2492790310126212	-0.0219900336648736	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.4983277591973244	0.8060200668896321	0.6060200668896321	108
prednisolone-acetate	aliskiren	0.7539784021986028	0.44535822486726656	0.30862017733133623	0.2319165623214628	0.1410348883696965	0.0857388911147912	0.4764824906984965	0.2830468008501662	-0.0147318169474601	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.6086956521739131	0.5986622073578596	0.6051839464882944	109
thiostrepton	glycocholic-acid	0.692726661007674	0.27615822195297207	0.4165684390547019	0.4468245117792061	0.4335254803299904	-0.0688117179605695	0.2927055549290445	0.113612961049916	-0.1485714369586535	Excluded_safety	Tier_4_not_prioritized	True	False	0.44816053511705684	0.8762541806020067	0.5979933110367892	110
ticlopidine	psb-069	0.7596910246019621	0.4689523402087774	0.29073868439318473	0.27117536779093954	0.1225165724754333	-0.017839344839255	0.4291111048724916	0.3565118457966794	0.0297714109931673	Tier_4_not_prioritized	Tier_3_computational_hit	True	False	0.6287625418060201	0.5317725752508361	0.5948160535117057	111
bibx-1382	psb-069	0.8013570778929286	0.5750148810209734	0.22634219687195523	0.2560217449707644	0.2144357274685587	0.0958000073830286	0.4291111048724916	0.3565118457966794	0.0297714109931673	Tier_4_not_prioritized	Tier_3_computational_hit	True	False	0.725752508361204	0.3511705685618729	0.5946488294314382	112
ag-490	pd-0325901	0.7017933794940333	0.3091319976374507	0.3926613818565826	0.34080952472452597	0.2174672408561621	-0.0613149003022246	0.3888269828425513	0.1429306140376461	-0.0338409654796123	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.4682274247491639	0.8260869565217391	0.5934782608695652	113
etomidate	aliskiren	0.7889657141455996	0.5403857108368169	0.24858000330878272	0.2152146542710917	0.1923187635838985	0.189117331109527	0.4764824906984965	0.2830468008501662	-0.0147318169474601	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.68561872909699	0.4180602006688963	0.5919732441471571	114
r(-)-propylnorapomorphine	atorvastatin	0.7025201554217981	0.31897085977511275	0.3835492956466854	0.5167463860873664	0.2317333327872412	-0.0806753974821832	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.4782608695652174	0.7926421404682275	0.5882943143812709	115
geldanamycin	wz-4002	0.8748996836698747	0.7929850331884587	0.081914650481416	0.30605833711368696	0.1065098238842827	0.2312507074740198	0.3318178856538402	0.1799050901706019	0.1696766402040209	Excluded_safety	Tier_1_mechanistic_probe	True	False	0.8762541806020067	0.05016722408026756	0.5871237458193981	116
y-26763	glycocholic-acid	0.7107942985843807	0.35112269208692604	0.35967160649745467	0.42093838179217913	0.1104624923318624	0.0190958171668979	0.2927055549290445	0.113612961049916	-0.1485714369586535	Tier_3_computational_hit	Tier_4_not_prioritized	True	False	0.5050167224080268	0.7324414715719063	0.5846153846153845	117
nu-7026	prednisone	0.6899139605913429	0.27947112679895414	0.4104428337923888	0.22968370221289142	0.121435706104551	0.0272444321049584	0.4679000046518113	0.368160122902029	-0.106774996034801	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.43478260869565216	0.862876254180602	0.5846153846153845	117
r(-)-propylnorapomorphine	tubocurarine	0.6863926420623938	0.2643686833067073	0.4220239587556865	0.5167463860873664	0.2317333327872412	-0.0806753974821832	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.42474916387959866	0.8795986622073578	0.5839464882943144	119
nu-7026	aliskiren	0.722498312585115	0.3857473358031481	0.3367509767819669	0.22968370221289142	0.121435706104551	0.0272444321049584	0.4764824906984965	0.2830468008501662	-0.0147318169474601	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.5351170568561873	0.6722408026755853	0.5831103678929765	120
aminopentamide	verteporfin	0.734299797941709	0.4176088438280637	0.3166909541136453	0.3832026811848793	0.3456125017255544	-0.0583138830131954	0.3174578201853567	0.1837441553879115	0.0395371671766042	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.5585284280936454	0.6187290969899666	0.5795986622073579	121
etomidate	prednisone	0.7563813621518275	0.47216731455502275	0.28421404759680474	0.2152146542710917	0.1923187635838985	0.189117331109527	0.4679000046518113	0.368160122902029	-0.106774996034801	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.6153846153846154	0.5117056856187291	0.5790969899665552	122
stk-249718	tyrphostin-1	0.7448409666115092	0.44539239664842917	0.29944856996308006	0.48277351991938694	0.3056777156889438	-0.0874331403109762	0.2134195044636726	0.165535744279623	0.1507142931222915	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.5886287625418061	0.5585284280936454	0.5780936454849499	123
prochlorperazine	wz-4002	0.8018582411986288	0.597032524745113	0.20482571645351577	0.3393047527809228	0.148764285658087	0.0186749911970562	0.3318178856538402	0.1799050901706019	0.1696766402040209	Excluded_safety	Tier_1_mechanistic_probe	True	True	0.7290969899665551	0.28762541806020064	0.574581939799331	124
aminopentamide	nvp-tae684	0.7481063674980153	0.4611455565761952	0.2869608109218201	0.3832026811848793	0.3456125017255544	-0.0583138830131954	0.3068421044283443	0.1615088503393862	0.1419794602053506	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.5986622073578596	0.5284280936454849	0.5740802675585285	125
prednisolone-acetate	prednisone	0.7213940502048307	0.3930632499497501	0.3283308002550806	0.2319165623214628	0.1410348883696965	0.0857388911147912	0.4679000046518113	0.368160122902029	-0.106774996034801	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.5284280936454849	0.6488294314381271	0.5705685618729097	126
thiostrepton	pd-184352	0.669011793472612	0.23996357375105465	0.4290482197215573	0.4468245117792061	0.4335254803299904	-0.0688117179605695	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Excluded_safety	Tier_4_not_prioritized	True	False	0.3979933110367893	0.8862876254180602	0.568896321070234	127
loperamide	bromocriptine	0.7838045925230881	0.5576151894204067	0.22618940310268143	0.2855147977492639	0.1086321733891964	0.2002627576390902	0.3878145326679159	0.2492790310126212	-0.0219900336648736	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.6755852842809364	0.34782608695652173	0.5608695652173913	128
loperamide	pd-0325901	0.7772874814894286	0.5430622920911345	0.23422518939829406	0.2855147977492639	0.1086321733891964	0.2002627576390902	0.3888269828425513	0.1429306140376461	-0.0338409654796123	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.6555183946488294	0.3779264214046823	0.558361204013378	129
ag-490	wz-4002	0.7633680673925916	0.5177950192176338	0.24557304817495773	0.34080952472452597	0.2174672408561621	-0.0613149003022246	0.3318178856538402	0.1799050901706019	0.1696766402040209	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.6387959866220736	0.4080267558528428	0.5580267558528429	130
loperamide	wz-4002	0.8388621693879869	0.7517253136713176	0.08713685571666929	0.2855147977492639	0.1086321733891964	0.2002627576390902	0.3318178856538402	0.1799050901706019	0.1696766402040209	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.8260869565217391	0.05351170568561873	0.555685618729097	131
etomidate	psb-069	0.8072086490565051	0.6479286593976354	0.1592799896588697	0.2152146542710917	0.1923187635838985	0.189117331109527	0.4291111048724916	0.3565118457966794	0.0297714109931673	Tier_4_not_prioritized	Tier_3_computational_hit	True	False	0.7525083612040134	0.1806020066889632	0.5523411371237459	132
y-26763	pd-184352	0.6870794310493187	0.3149280438850086	0.37215138716431007	0.42093838179217913	0.1104624923318624	0.0190958171668979	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Tier_3_computational_hit	Tier_4_not_prioritized	True	False	0.4280936454849498	0.7625418060200669	0.5451505016722409	133
pre-084	verteporfin	0.7787097983047484	0.5621284203796042	0.2165813779251442	0.3460696306345718	0.1495749969035387	0.1047722188134988	0.3174578201853567	0.1837441553879115	0.0395371671766042	Tier_1_mechanistic_probe	Tier_1_mechanistic_probe	True	True	0.6622073578595318	0.3277591973244147	0.5451505016722408	134
pre-084	nvp-tae684	0.792516367861055	0.6056651331277356	0.18685123473331933	0.3460696306345718	0.1495749969035387	0.1047722188134988	0.3068421044283443	0.1615088503393862	0.1419794602053506	Tier_1_mechanistic_probe	Tier_4_not_prioritized	True	False	0.7023411371237458	0.2408026755852843	0.5408026755852843	135
stk-249718	ambroxol	0.6667329434541955	0.27588894826522664	0.3908439951889689	0.48277351991938694	0.3056777156889438	-0.0874331403109762	0.2222777725093894	0.214442616328597	-0.1124999905005097	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.391304347826087	0.8160535117056856	0.5399665551839465	136
prednisolone-acetate	psb-069	0.7722213371095085	0.5529011734280853	0.21932016368142315	0.2319165623214628	0.1410348883696965	0.0857388911147912	0.4291111048724916	0.3565118457966794	0.0297714109931673	Tier_4_not_prioritized	Tier_3_computational_hit	True	False	0.6488294314381271	0.3311036789297659	0.5376254180602007	137
wz-4002	bromocriptine	0.8068635731118745	0.6678110257258624	0.13905254738601214	0.24279621433067533	0.1696766402040209	0.3318178856538402	0.3878145326679159	0.2492790310126212	-0.0219900336648736	Tier_1_mechanistic_probe	Tier_4_not_prioritized	True	False	0.7491638795986622	0.13712374581939799	0.5349498327759197	138
stk-249718	duloxetine	0.6810891317436472	0.3102351415880201	0.37085399015562703	0.48277351991938694	0.3056777156889438	-0.0874331403109762	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.41471571906354515	0.7525083612040134	0.532943143812709	139
geldanamycin	nvp-tae684	0.8157443186704305	0.7121379750278143	0.10360634364261623	0.30605833711368696	0.1065098238842827	0.2312507074740198	0.3068421044283443	0.1615088503393862	0.1419794602053506	Excluded_safety	Tier_4_not_prioritized	True	False	0.7725752508361204	0.07692307692307693	0.5290969899665553	140
emf-sumo1-10	aliskiren	0.6634220992407156	0.27386064726179327	0.38956145197892234	0.22550654344792875	0.1770792342722416	-0.0825536770539151	0.4764824906984965	0.2830468008501662	-0.0147318169474601	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.3712374581939799	0.8127090301003345	0.525752508361204	141
wz-4002	pd-0325901	0.8003464620782151	0.6532581283965901	0.147088333681625	0.24279621433067533	0.1696766402040209	0.3318178856538402	0.3888269828425513	0.1429306140376461	-0.0338409654796123	Tier_1_mechanistic_probe	Tier_4_not_prioritized	True	False	0.7190635451505016	0.16387959866220736	0.5247491638795986	142
nu-7026	psb-069	0.7407412474960207	0.4932902843639667	0.24745096313205395	0.22968370221289142	0.121435706104551	0.0272444321049584	0.4291111048724916	0.3565118457966794	0.0297714109931673	Tier_4_not_prioritized	Tier_3_computational_hit	True	False	0.5785953177257525	0.41471571906354515	0.5212374581939799	143
geldanamycin	verteporfin	0.8019377491141241	0.6686012622796826	0.13333648683444144	0.30605833711368696	0.1065098238842827	0.2312507074740198	0.3174578201853567	0.1837441553879115	0.0395371671766042	Excluded_safety	Tier_1_mechanistic_probe	True	False	0.7324414715719063	0.12374581939799331	0.5193979933110368	144
stk-249718	tubocurarine	0.6490409044800178	0.24062450739392455	0.4084163970860933	0.48277351991938694	0.3056777156889438	-0.0874331403109762	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.3277591973244147	0.8561872909698997	0.5127090301003344	145
stk-249718	atorvastatin	0.6651684178394222	0.29522668386233	0.3699417339770922	0.48277351991938694	0.3056777156889438	-0.0874331403109762	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.3779264214046823	0.7491638795986622	0.5078595317725753	146
prochlorperazine	nvp-tae684	0.7427028761991846	0.5161854665844685	0.22651740961471611	0.3393047527809228	0.148764285658087	0.0186749911970562	0.3068421044283443	0.1615088503393862	0.1419794602053506	Excluded_safety	Tier_4_not_prioritized	True	False	0.5852842809364549	0.35785953177257523	0.505685618729097	147
prochlorperazine	verteporfin	0.7288963066428782	0.472648753836337	0.2562475528065412	0.3393047527809228	0.148764285658087	0.0186749911970562	0.3174578201853567	0.1837441553879115	0.0395371671766042	Excluded_safety	Tier_1_mechanistic_probe	True	True	0.5451505016722408	0.431438127090301	0.5053511705685618	148
thiostrepton	tyrphostin-1	0.7182026696465318	0.4460393149287455	0.2721633547177863	0.4468245117792061	0.4335254803299904	-0.0688117179605695	0.2134195044636726	0.165535744279623	0.1507142931222915	Excluded_safety	Tier_1_mechanistic_probe	True	False	0.5150501672240803	0.4816053511705686	0.5033444816053512	149
arcyriaflavin-a	bromocriptine	0.7379607991777389	0.5171045555598249	0.220856243617914	0.25139682919585277	0.135857936926186	0.176811108055214	0.3878145326679159	0.2492790310126212	-0.0219900336648736	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.5652173913043478	0.3377926421404682	0.48561872909698994	150
arcyriaflavin-a	pd-0325901	0.7314436881440793	0.5025516582305528	0.22889202991352653	0.25139682919585277	0.135857936926186	0.176811108055214	0.3888269828425513	0.1429306140376461	-0.0338409654796123	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.5484949832775919	0.36454849498327757	0.4841137123745819	151
ag-490	nvp-tae684	0.7042127023931474	0.43694796105698935	0.267264741336158	0.34080952472452597	0.2174672408561621	-0.0613149003022246	0.3068421044283443	0.1615088503393862	0.1419794602053506	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.4882943143812709	0.4682274247491639	0.48127090301003345	152
wz-4002	nvp-tae684	0.8027657849773292	0.7810740918161287	0.021691693161200454	0.24279621433067533	0.1696766402040209	0.3318178856538402	0.3068421044283443	0.1615088503393862	0.1419794602053506	Tier_1_mechanistic_probe	Tier_4_not_prioritized	True	False	0.7357859531772575	0.006688963210702341	0.4806020066889632	153
ag-490	verteporfin	0.6904061328368409	0.39341124830885776	0.29699488452798317	0.34080952472452597	0.2174672408561621	-0.0613149003022246	0.3174578201853567	0.1837441553879115	0.0395371671766042	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.4414715719063545	0.5484949832775919	0.4789297658862876	154
arcyriaflavin-a	wz-4002	0.7930183760426377	0.7112146798107358	0.08180369623190187	0.25139682919585277	0.135857936926186	0.176811108055214	0.3318178856538402	0.1799050901706019	0.1696766402040209	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.7090301003344481	0.046822742474916385	0.477257525083612	155
emf-sumo1-10	prednisone	0.6308377472469434	0.22156567234427677	0.40927207490266665	0.22550654344792875	0.1770792342722416	-0.0825536770539151	0.4679000046518113	0.368160122902029	-0.106774996034801	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.2709030100334448	0.8595317725752508	0.4769230769230769	156
y-26763	tyrphostin-1	0.7362703072232386	0.5210037850626994	0.2152665221605392	0.42093838179217913	0.1104624923318624	0.0190958171668979	0.2134195044636726	0.165535744279623	0.1507142931222915	Tier_3_computational_hit	Tier_1_mechanistic_probe	True	True	0.5618729096989966	0.3177257525083612	0.47642140468227423	157
emf-sumo1-10	psb-069	0.6816650341516213	0.38140359582261196	0.3002614383290093	0.22550654344792875	0.1770792342722416	-0.0825536770539151	0.4291111048724916	0.3565118457966794	0.0297714109931673	Tier_4_not_prioritized	Tier_3_computational_hit	True	False	0.4180602006688963	0.5618729096989966	0.4683946488294314	158
bibx-1382	bromocriptine	0.702080164616558	0.43840591277509544	0.26367425184146254	0.2560217449707644	0.2144357274685587	0.0958000073830286	0.3878145326679159	0.2492790310126212	-0.0219900336648736	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.47491638795986624	0.44816053511705684	0.46555183946488293	159
ticlopidine	bromocriptine	0.6604141113255912	0.33234337196289937	0.3280707393626919	0.27117536779093954	0.1225165724754333	-0.017839344839255	0.3878145326679159	0.2492790310126212	-0.0219900336648736	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.36789297658862874	0.6454849498327759	0.4650501672240802	160
loperamide	verteporfin	0.7659002348322361	0.6273415427625415	0.13855869206969462	0.2855147977492639	0.1086321733891964	0.2002627576390902	0.3174578201853567	0.1837441553879115	0.0395371671766042	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.6421404682274248	0.13377926421404682	0.4642140468227425	161
thiostrepton	duloxetine	0.6544508347786696	0.3108820598683365	0.3435687749103331	0.4468245117792061	0.4335254803299904	-0.0688117179605695	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Excluded_safety	Tier_4_not_prioritized	True	False	0.34448160535117056	0.68561872909699	0.46387959866220735	162
y-26763	duloxetine	0.6725184723553764	0.36881423663229673	0.3037042357230797	0.42093838179217913	0.1104624923318624	0.0190958171668979	0.2185218946801291	0.1440896673334969	-0.0665861084125936	Tier_3_computational_hit	Tier_4_not_prioritized	True	False	0.4013377926421405	0.5719063545150501	0.4610367892976588	163
bibx-1382	pd-0325901	0.6955630535828984	0.4238530154458232	0.27171003813707517	0.2560217449707644	0.2144357274685587	0.0958000073830286	0.3888269828425513	0.1429306140376461	-0.0338409654796123	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.451505016722408	0.4782608695652174	0.4608695652173913	164
loperamide	nvp-tae684	0.7797068043885427	0.6708782555106731	0.10882854887786952	0.2855147977492639	0.1086321733891964	0.2002627576390902	0.3068421044283443	0.1615088503393862	0.1419794602053506	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.6655518394648829	0.0802675585284281	0.4607023411371237	165
thiostrepton	ambroxol	0.6400946464892181	0.27653586654554296	0.36355877994367514	0.4468245117792061	0.4335254803299904	-0.0688117179605695	0.2222777725093894	0.214442616328597	-0.1124999905005097	Excluded_safety	Tier_4_not_prioritized	True	False	0.3010033444816054	0.7391304347826086	0.45434782608695645	166
aminopentamide	glycocholic-acid	0.6343537478870342	0.2548451416031828	0.37950860628385147	0.3832026811848793	0.3456125017255544	-0.0583138830131954	0.2927055549290445	0.113612961049916	-0.1485714369586535	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.27759197324414714	0.7792642140468228	0.45317725752508364	167
ticlopidine	pd-0325901	0.6538970002919318	0.3177904746336271	0.3361065256583047	0.27117536779093954	0.1225165724754333	-0.017839344839255	0.3888269828425513	0.1429306140376461	-0.0338409654796123	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.3377926421404682	0.6622073578595318	0.45133779264214047	168
wz-4002	verteporfin	0.7889592154210227	0.7375373790679973	0.05142183635302533	0.24279621433067533	0.1696766402040209	0.3318178856538402	0.3174578201853567	0.1837441553879115	0.0395371671766042	Tier_1_mechanistic_probe	Tier_1_mechanistic_probe	True	True	0.6822742474916388	0.020066889632107024	0.4505016722408027	169
bibx-1382	wz-4002	0.7571377414814566	0.6325160370260062	0.1246217044554504	0.2560217449707644	0.2144357274685587	0.0958000073830286	0.3318178856538402	0.1799050901706019	0.1696766402040209	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.6254180602006689	0.11036789297658862	0.44515050167224085	170
pre-084	glycocholic-acid	0.6787637482500738	0.3993647181547232	0.2793990300953506	0.3460696306345718	0.1495749969035387	0.1047722188134988	0.2927055549290445	0.113612961049916	-0.1485714369586535	Tier_1_mechanistic_probe	Tier_4_not_prioritized	True	False	0.411371237458194	0.5050167224080268	0.44414715719063547	171
y-26763	ambroxol	0.6581622840659249	0.35150033667949687	0.30666194738642805	0.42093838179217913	0.1104624923318624	0.0190958171668979	0.2222777725093894	0.214442616328597	-0.1124999905005097	Tier_3_computational_hit	Tier_4_not_prioritized	True	False	0.3612040133779264	0.5919732441471572	0.4419732441471572	172
thiostrepton	tubocurarine	0.6224026075150404	0.24127142567424084	0.3811311818407995	0.4468245117792061	0.4335254803299904	-0.0688117179605695	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Excluded_safety	Tier_4_not_prioritized	True	False	0.2508361204013378	0.7892976588628763	0.43929765886287625	173
aminopentamide	pd-184352	0.6106388803519722	0.21865049340126538	0.3919883869507068	0.3832026811848793	0.3456125017255544	-0.0583138830131954	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.22742474916387959	0.8193979933110368	0.4346153846153846	174
thiostrepton	atorvastatin	0.6385301208744447	0.29587360214264624	0.3426565187317985	0.4468245117792061	0.4335254803299904	-0.0688117179605695	0.2072999146249559	0.1362054027203056	-0.1188452158655439	Excluded_safety	Tier_4_not_prioritized	True	False	0.2976588628762542	0.6789297658862876	0.43110367892976587	175
etomidate	wz-4002	0.7629893126450331	0.7054298154026684	0.057559497242364754	0.2152146542710917	0.1923187635838985	0.189117331109527	0.3318178856538402	0.1799050901706019	0.1696766402040209	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.6354515050167224	0.033444816053511704	0.42474916387959866	176
ticlopidine	wz-4002	0.7154716881904899	0.5264534962138102	0.18901819197667968	0.27117536779093954	0.1225165724754333	-0.017839344839255	0.3318178856538402	0.1799050901706019	0.1696766402040209	Tier_4_not_prioritized	Tier_1_mechanistic_probe	True	False	0.5117056856187291	0.2508361204013378	0.42040133779264216	177
y-26763	tubocurarine	0.6404702450917472	0.3162358958081948	0.32423434928355244	0.42093838179217913	0.1104624923318624	0.0190958171668979	0.2221980144580205	0.1128484031392468	-0.0646910603557314	Tier_3_computational_hit	Tier_4_not_prioritized	True	False	0.30434782608695654	0.6321070234113713	0.4190635451505017	178
pre-084	pd-184352	0.6550488807150118	0.36317006995280576	0.291878810762206	0.3460696306345718	0.1495749969035387	0.1047722188134988	0.2852154970169067	0.2008830491039487	-0.1018106751143932	Tier_1_mechanistic_probe	Tier_4_not_prioritized	True	False	0.3511705685618729	0.5351170568561873	0.41555183946488294	179
etomidate	bromocriptine	0.7079317357801345	0.5113196911517575	0.196612044628377	0.2152146542710917	0.1923187635838985	0.189117331109527	0.3878145326679159	0.2492790310126212	-0.0219900336648736	Tier_4_not_prioritized	Tier_4_not_prioritized	True	False	0.49498327759197325	0.26755852842809363	0.4153846153846154	180
