pert_iname_norm	pert_iname	pert_ids	n_signatures	n_cell_lines	cell_lines	median_retention_suppression	q25_retention_suppression	median_endo_support	median_macro_support	median_resolver_floor	median_dual_control	q25_dual_control	fraction_dual_positive	n_pert_ids	min_id_retention	max_id_retention	min_id_resolver_floor	max_id_resolver_floor	retention_direction_conflict_across_ids	resolver_direction_conflict_across_ids	robust_dual	concurrent_score	early_score	late_score	concurrent_rank	median_sensitivity_rank	worst_sensitivity_rank	n_top50_schemes	is_touchstone	has_structure	pubchem_cids	named_identity	identity_resolved	duplicate_id_conflict	safety_gate	mechanism_context	computational_hard_gate	translation_tier
doxorubicin	doxorubicin	BRD-A52530684;BRD-K92093830	11	2	HEPG2;PHH	-0.5563972045977911	-0.9224659950058494	0.6325040991817202	0.851612526923418	0.5959352105855942	0.2565840770978302	-0.0367098011386891	0.0	2	-0.5563972045977911	-0.5207569420777468	0.2993245654340301	0.6325040991817202	False	False	0.23822917652848566	1.0515437387015365	6.035735997780269	-6.1779131683761594	209	133.0	561	1	1	True		True	True	False	exclude_narrow_margin_or_cytotoxic	unresolved_or_not_curated	False	Excluded_safety
thiostrepton	thiostrepton	BRD-A20697603	3	2	HEPG2;PHH	-0.0688117179605695	-0.5015461912585628	0.4601235432284219	0.4335254803299904	0.4335254803299904	0.1304218468019768	0.07967164809815586	0.0	1	-0.0688117179605695	-0.0688117179605695	0.4335254803299904	0.4335254803299904	False	False	0.17025767085105473	0.9341296409765828	3.8549695031365783	-1.7055992691756159	225	51.0	186	2	1	True	16129995;73707520	True	True	False	exclude_narrow_margin_or_cytotoxic	unresolved_or_not_curated	False	Excluded_safety
proscillaridin	proscillaridin	BRD-A34806832	3	2	HEPG2;PHH	-0.2359194482366244	-0.4676930582564738	0.5250661287988935	0.4303891714662313	0.4303891714662313	0.115793039833772	0.08922658588123755	0.0	1	-0.2359194482366244	-0.2359194482366244	0.4303891714662313	0.4303891714662313	False	False	0.16040633277439076	0.9171124223622975	4.031717594847846	-2.681384892615845	228	101.0	421	1	1	True		True	True	False	exclude_narrow_margin_or_cytotoxic	unresolved_or_not_curated	False	Excluded_safety
mitoxantrone	mitoxantrone	BRD-K21680192	12	3	HEPG2;HUH7;PHH	-0.4020279803209834	-0.86921102543258	0.8253790991646903	0.3194843409582972	0.1658730969897338	0.02458009984905995	-0.31979559859517764	0.08333333333333333	1	-0.4020279803209834	-0.4020279803209834	0.1658730969897338	0.1658730969897338	False	False	-0.13531769944852887	0.8783791147713175	3.9211769957199416	-5.012179663479662	236	144.0	528	1	1	True		True	True	False	exclude_narrow_margin_or_cytotoxic	unresolved_or_not_curated	False	Excluded_safety
daunorubicin	daunorubicin	BRD-A68009927;BRD-K17210248;BRD-K43389675	7	2	HEPG2;PHH	-0.6019518747925758	-0.9376429124062673	1.0600857138633728	0.7591437427327037	0.5354925245046616	0.025579403649779	0.0039992433758305	0.0	3	-0.9895524833247892	-0.3825888923472828	0.2934500121045857	0.8805753253400326	False	False	0.027579025337694248	0.6876662993070426	6.882923292397851	-6.520238780060372	257	66.0	560	2	1	True	12309103;2958;46931007	True	True	False	exclude_narrow_margin_or_cytotoxic	unresolved_or_not_curated	False	Excluded_safety
triclosan	triclosan	BRD-K41731458	3	2	HEPG2;PHH	-0.5485333235313495	-0.6494560675022917	0.4694142746073859	0.4962542206048965	0.4694142746073859	-0.2069706198434153	-0.38871487223779755	0.0	1	-0.5485333235313495	-0.5485333235313495	0.4694142746073859	0.4694142746073859	False	False	-0.4013280559623141	-0.053228542682682456	4.162099091643294	-5.273265322414287	379	415.0	569	0	1	True		True	True	False	exclude_narrow_margin_or_cytotoxic	unresolved_or_not_curated	False	Excluded_safety
cyclosporin-a	cyclosporin-a	BRD-A38030642;BRD-A64290322;BRD-A69815203;BRD-K13533483	9	2	HEPG2;PHH	-0.0557719253831439	-0.1988489725109603	-0.11048367193767	0.1891020014882087	-0.1528996713459491	-0.1594022081588351	-0.51451192060042	0.0	4	-0.32255524138195646	0.10767144777087695	-0.22424040734767908	0.1891020014882087	True	True	-0.4166581684590451	-0.07970980580737688	-0.0820139988552334	-0.6746119167501481	382	362.0	449	0	1	True	16404350;5284373	True	True	True	exclude_narrow_margin_or_cytotoxic	unresolved_or_not_curated	False	Excluded_safety
wz-4002	WZ-4002	BRD-K72420232	4	2	HEPG2;PHH	0.3318178856538402	0.17990509017060197	0.2535583270447595	0.23203410161659122	0.1696766402040209	0.524433414692	-0.10182169676455302	0.75	1	0.3318178856538402	0.3318178856538402	0.1696766402040209	0.1696766402040209	False	False	0.4735225663097235	5.706898075023038	1.9599890247309875	3.018593789307171	4	10.0	24	5	1	True	44607530	True	True	False	mechanistic_probe_only	EGFR-family kinase probe; tests growth-factor input into the retention attractor	True	Tier_1_mechanistic_probe
verteporfin	verteporfin	BRD-M45964048	3	2	HEPG2;PHH	0.3174578201853567	0.1837441553879115	0.2116477851356779	0.0395371671766042	0.0395371671766042	0.5588061455489388	0.06401566066409631	0.6666666666666666	1	0.3174578201853567	0.3174578201853567	0.0395371671766042	0.0395371671766042	False	False	0.5908139758809869	5.437406558335957	0.9262458198629218	2.937649773036116	6	23.0	58	3	1	True	11980942	True	True	False	mechanistic_probe_only	YAP/TEAD-mechanotransduction probe; independent HSC fibrosis evidence	True	Tier_1_mechanistic_probe
pre-084	PRE-084	BRD-K57304726	3	2	HEPG2;PHH	0.1047722188134988	0.06850122701790595	0.5425642643656049	0.1495749969035387	0.1495749969035387	0.4508418494480706	0.14556920642979326	0.6666666666666666	1	0.1047722188134988	0.1047722188134988	0.1495749969035387	0.1495749969035387	False	False	0.5236264526629673	5.321346713281833	2.5260382596153486	1.2006012697266555	7	25.0	111	3	1	True		True	True	False	mechanistic_probe_only	sigma-1 receptor probe; liver mechanism unresolved	True	Tier_1_mechanistic_probe
tyrphostin-1	tyrphostin-1	BRD-K41996876	3	2	HEPG2;PHH	0.2134195044636726	0.165535744279623	0.1507142931222915	0.2187437564134597	0.1507142931222915	0.5313515474886766	-0.11645787764739779	0.6666666666666666	1	0.2134195044636726	0.2134195044636726	0.1507142931222915	0.1507142931222915	False	False	0.47312260866497774	5.234106284876336	1.56428358984996	2.207292994011233	8	41.0	66	3	1	True		True	True	False	mechanistic_probe_only	broad receptor-tyrosine-kinase probe	True	Tier_1_mechanistic_probe
oxfendazole	oxfendazole	BRD-A33447119	3	2	HEPG2;PHH	0.1823611193233066	0.17575834525956047	0.1390857100486755	0.1529172277078032	0.1164587789348193	0.3215597023012205	0.26279782169934596	0.6666666666666666	1	0.1823611193233066	0.1823611193233066	0.1164587789348193	0.1164587789348193	False	False	0.4529586131508935	5.199274963777584	1.2450827882545723	2.0382269557396553	10	63.0	82	0	1	True		True	True	False	translation_review	named repurposing candidate; mechanism and exposure review required	False	Tier_2_translation_anchor
dehydrocholate	dehydrocholate	BRD-A64125466	3	2	HEPG2;PHH	0.1285866532060835	0.0915572169340319	0.3431857185704367	0.1244734413921833	0.0620308773858206	0.4008099704699975	0.03355280549768064	0.6666666666666666	1	0.1285866532060835	0.1285866532060835	0.0620308773858206	0.0620308773858206	False	False	0.41758637321883785	5.138172894686419	1.6309568382064117	1.426846483949817	12	53.0	116	2	1	True		True	True	False	translation_review	bile-acid-context candidate; formulation and mechanism review required	True	Tier_2_translation_anchor
pioglitazone	pioglitazone	BRD-A48430263	3	2	HEPG2;PHH	0.0744920210498902	0.03765156570201115	0.1430142798594066	0.2565000038594007	0.1430142798594066	0.2005682522135358	0.1587396111516725	0.6666666666666666	1	0.0744920210498902	0.0744920210498902	0.1430142798594066	0.1430142798594066	False	False	0.2799380577893721	4.90039895399708	1.634436950116657	0.9081325691311279	16	79.0	122	0	1	True		True	True	False	translation_review	PPAR-gamma re-quiescence/metabolic anchor	False	Tier_2_translation_anchor
psb-069	PSB-069	BRD-K79366068	3	2	HEPG2;PHH	0.4291111048724916	0.35651184579667944	0.0297714109931673	0.2435254864394664	0.0297714109931673	0.791133112813686	0.17288818184862886	0.6666666666666666	1	0.4291111048724916	0.4291111048724916	0.0297714109931673	0.0297714109931673	False	False	0.8775772037380005	5.932761859413336	0.9673640184921087	4.200628672561935	2	8.0	38	5	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	True	Tier_3_computational_hit
y-26763	Y-26763	BRD-K45117373	3	2	HEPG2;PHH	0.0190958171668979	-0.04166459302521415	0.7314142712524959	0.1104624923318624	0.1104624923318624	0.5422828206496816	0.23510033493151977	0.6666666666666666	1	0.0190958171668979	0.0190958171668979	0.1104624923318624	0.1104624923318624	False	False	0.6598329881154414	5.55663012071861	2.8736127698234353	0.30153106158441767	5	21.0	233	3	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	True	Tier_3_computational_hit
brd-k78062244	BRD-K78062244	BRD-K78062244	3	2	HEPG2;PHH	0.1072504143748018	0.0429324878172742	0.8654840929167611	0.197705453261733	0.197705453261733	0.6956984300964645	0.6256057801730339	0.6666666666666666	1	0.1072504143748018	0.1072504143748018	0.197705453261733	0.197705453261733	False	False	1.0085013201829813	6.158920407022624	3.758454815706069	1.136684425099371	1	6.0	78	4	0	True	6545175	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
fluphenazine	fluphenazine	BRD-K53987533;BRD-K55127134	3	2	HEPG2;PHH	0.1243361118766996	-0.1394722203517126	0.393835717013904	0.5218250118196011	0.393835717013904	0.5359248185293779	0.5101092632135583	0.6666666666666666	2	-0.13947222035171258	0.2155527714639902	0.393835717013904	0.5027285777032375	True	False	0.7909794501361571	5.783172748464093	3.8192251762718294	0.6768668230002531	3	10.0	39	5	1	True	9550045	True	True	True	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
tolazamide	tolazamide	BRD-K32164935	3	2	HEPG2;PHH	0.0826314886411031	0.0807579101787673	0.0982233562639781	0.2166481369640678	0.0982233562639781	0.3161777444922971	0.18588139767950718	0.6666666666666666	1	0.0826314886411031	0.0826314886411031	0.0982233562639781	0.0982233562639781	False	False	0.40911844333205066	5.123545377797597	1.2667926191841408	1.0956180696692681	13	105.0	149	0	1	True	5503	True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
norethisterone	norethisterone	BRD-A39415247;BRD-K92073408	3	2	HEPG2;PHH	0.086446759601434	-0.0937433859540357	0.5049031249114445	0.1826546504162252	0.1826546504162252	0.2379600993165421	0.22477001321339415	0.6666666666666666	2	-0.0855621517532402	0.086446759601434	0.1593171618878841	0.1826546504162252	True	False	0.3503451059232392	5.022020212018737	2.5969785222677513	0.5746193116159791	14	30.0	101	3	1	True	5702093;6230	True	True	True	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
gr-113808	GR-113808	BRD-K49945136	3	2	HEPG2;PHH	0.130313897298442	0.09494444438152841	0.1243499943188258	0.0663125030696392	0.0663125030696392	0.2256451459926745	0.1013047074130367	0.6666666666666666	1	0.130313897298442	0.130313897298442	0.0663125030696392	0.0663125030696392	False	False	0.2762974996991928	4.894110247588217	0.8138180229495693	1.448618952734183	17	112.0	164	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
gbr-12783	GBR-12783	BRD-K34034388;BRD-K92015269	3	2	HEPG2;PHH	0.2707820265657372	0.1409497017868691	0.2082190534898213	0.3051418904215097	0.2082190534898213	0.3294947808164926	-0.20088156522621242	0.6666666666666666	2	0.19432905802710188	0.2707820265657372	-0.4745668194123676	0.2566804719556655	False	True	0.22905399820338637	4.812501740520241	2.141617923330496	2.501702828801528	18	19.0	33	5	1	True	5788723	True	True	True	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
noretynodrel	noretynodrel	BRD-A00758722;BRD-K80334323	3	2	HEPG2;PHH	0.1771500149948729	0.13784028331024775	0.2728619213615145	0.0559541760012507	0.0559541760012507	0.3763652007568568	-0.5475758120476728	0.6666666666666666	2	0.1771500149948729	0.24176065168446959	-0.3373654862599714	0.0559541760012507	False	True	0.10257729473302041	4.594025661857614	1.2003317044195727	1.885920686376618	19	60.0	132	1	1	True	5702095;6231;7061273	True	True	True	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
pergolide	pergolide	BRD-K60770992	3	2	HEPG2;PHH	0.0323305676380793	0.02691210164792005	0.1394507991416113	0.2421250343322754	0.1394507991416113	0.2323502209924516	-0.338086283810082	0.6666666666666666	1	0.0323305676380793	0.0323305676380793	0.1394507991416113	0.1394507991416113	False	False	0.0633070790874106	4.52619022270499	1.5716917285854217	0.6016471127654947	20	114.0	165	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
vincristine	vincristine	BRD-A60414806;BRD-A76528577	3	2	HEPG2;PHH	0.0908861193392011	0.02949444784058465	0.0440428512437003	0.1582312472164631	0.0440428512437003	0.193546082765337	-0.2783891915358485	0.6666666666666666	2	0.0497902776632044	0.0908861193392011	-0.17736429082495825	0.2830500043928623	False	True	0.05435148699741274	4.510720317273883	0.7915528116761916	0.9887391544047632	21	136.0	186	0	1	True	24058669;5022426;5388992;6324671	True	True	True	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
brd-k41172353	BRD-K41172353	BRD-K41172353	12	3	HEPG2;HUH7;PHH	0.1116012223064899	-0.17448765494757223	0.3327827884682587	0.700984176248312	0.22701601258346016	0.4965592959659203	0.2963275890972923	0.4166666666666667	1	0.1116012223064899	0.1116012223064899	0.22701601258346016	0.22701601258346016	False	False	0.6447230905145664	4.1142265493539	3.7454880180462724	0.48493781282177295	23	7.0	44	5	0	True	673329	False	False	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
gdc-0941	GDC-0941	BRD-K52911425	4	2	HEPG2;PHH	0.020038250523308897	-0.0199786485172808	0.14543799843106947	0.32953458442352707	0.050225634526993496	0.2575245419506072	0.14598527873334077	0.5	1	0.020038250523308897	0.020038250523308897	0.050225634526993496	0.050225634526993496	False	False	0.3305171813172776	4.043567615170103	1.6226160228998632	0.3754467158156463	24	90.0	160	0	1	True	17755052	True	True	False	mechanistic_probe_only	PI3K pathway probe	False	Tier_4_not_prioritized
ag-490	AG-490	BRD-K12357156;BRD-K47105409	4	2	HEPG2;PHH	-0.061314900302224695	-0.3058142845208446	0.28224956563540865	0.39936948381364346	0.2174672408561621	0.36288505776356605	-0.21283392859844583	0.5	2	-0.07189392484724524	-0.061314900302224695	0.041165707233761034	0.46617948583194185	False	False	0.2564680934643431	3.915655091371252	2.6682951078262267	-1.0449883664039261	25	77.0	233	1	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
r(-)-propylnorapomorphine	r(-)-propylnorapomorphine	BRD-K13544237	3	2	HEPG2;PHH	-0.0806753974821832	-0.18439834639947444	0.2418594307133129	0.7916333414614201	0.2317333327872412	0.5774252299138064	0.20982796538968584	0.3333333333333333	1	-0.0806753974821832	-0.0806753974821832	0.2317333327872412	0.2317333327872412	False	False	0.6823392126086494	3.707103801802152	3.7567379308635473	-0.7906168911568439	26	22.0	170	3	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
u-0126	U-0126	BRD-K18787491;BRD-K91701654	16	3	HEPG2;HUH7;PHH	0.0946428860641188	0.0157433682017856	0.14443383631961684	0.183947111479938	0.010784115110124849	0.16860948396488162	-0.09756857955030027	0.5	2	0.0946428860641188	0.16602620854973796	-0.3983759858778545	0.0308613762525575	False	True	0.11982519418973149	3.6796179083053278	1.0834597605085847	0.970053963666875	27	91.0	116	0	1	True	3006531;5354033	True	True	True	mechanistic_probe_only	MEK-ERK/AP-1 pathway probe	False	Tier_4_not_prioritized
rs-39604	RS-39604	BRD-K20742498	3	2	HEPG2;PHH	0.2354541489233573	0.1837479063413209	0.1898714361180152	-0.0045319534838199	-0.1698943163667406	0.535246127248106	0.2143228333480361	0.3333333333333333	1	0.2354541489233573	0.2354541489233573	-0.1698943163667406	-0.1698943163667406	False	False	0.6424075439221241	3.6381257675103953	0.193551477434098	2.4068705942978186	28	57.0	133	2	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
aliskiren	aliskiren	BRD-K30020243	3	2	HEPG2;PHH	0.4764824906984965	0.2830468008501662	0.0255714314324515	-0.0147318169474601	-0.0147318169474601	0.5497612852957987	0.16343575297662666	0.3333333333333333	1	0.4764824906984965	0.4764824906984965	-0.0147318169474601	-0.0147318169474601	False	False	0.631479161784112	3.619248061101808	0.06887154876739829	4.2775155343430695	29	25.0	71	4	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
nsc-632839	NSC-632839	BRD-K37392901;BRD-K74402642	15	3	HEPG2;HUH7;PHH	0.1132611094249619	0.05013780564897585	0.1902502030134201	0.3623399175703525	0.1902502030134201	0.3938085539118637	-0.4077525977636613	0.4666666666666667	2	0.0716323140594694	0.16119946984367234	-0.2601836685623441	0.20176455564796925	False	True	0.18993225503003305	3.611880606706878	2.212920594748267	1.1981224809094182	30	42.0	92	3	1	True	6477762	True	True	True	mechanistic_probe_only	deubiquitinase-pathway probe; toxicity gate required	False	Tier_4_not_prioritized
bibx-1382	BIBX-1382	BRD-K70914287	3	2	HEPG2;PHH	0.0958000073830286	-0.06717419914073416	0.2576059762920652	0.2544375136494636	0.2144357274685587	0.3984232026906241	0.28052690761193394	0.3333333333333333	1	0.0958000073830286	0.0958000073830286	0.2144357274685587	0.2144357274685587	False	False	0.5386866564965911	3.4589581252619745	2.1535851712817706	0.718246932061949	33	54.0	90	1	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
tubocurarine	tubocurarine	BRD-K02607075;BRD-K99621550	4	2	HEPG2;PHH	0.22219801445802054	0.11284840313924682	-0.0646910603557314	0.015834821388125433	-0.0646910603557314	0.11443980831268527	-0.4930531865554965	0.5	2	0.149452768266201	0.30094704777002335	-0.1166049089016659	-0.0344823650749666	False	False	-0.132086784965063	3.2444647151579735	-0.237416359233037	2.099352326781365	34	126.0	219	0	1	True	6713947	True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
rhamnetin	rhamnetin	BRD-K37206356	3	2	HEPG2;PHH	-0.1832732118976613	-0.3410032666547017	0.6455573503460202	0.3307749945670366	0.3307749945670366	0.3110339619174954	0.16787621369659303	0.3333333333333333	1	-0.1832732118976613	-0.1832732118976613	0.3307749945670366	0.3307749945670366	False	False	0.3949720687657919	3.210705295195149	3.8392599686004805	-1.9444381846614376	35	68.0	347	2	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
rutin	rutin	BRD-A34907681;BRD-K20482099	5	2	HEPG2;PHH	0.1631370389627086	0.0753427313433753	-0.0944963672331401	0.0522606917656958	-0.0944963672331401	0.1843693222377508	-0.1134658092558975	0.4	2	-0.0393086971922053	0.1631370389627086	-0.32129550888203084	-0.0944963672331401	True	False	0.12763641760980204	3.1265899461611597	-0.2938830444732535	1.5997778348564196	36	177.0	264	0	1	True	5293655	True	True	True	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
ticlopidine	ticlopidine	BRD-K00603606	3	2	HEPG2;PHH	-0.017839344839255	-0.09134745101133979	0.346075747694288	0.1962749878875911	0.1225165724754333	0.2337006829856407	0.22507874911562314	0.3333333333333333	1	-0.017839344839255	-0.017839344839255	0.1225165724754333	0.1225165724754333	False	False	0.3462400575434523	3.1265255338235667	2.0090078451473246	-0.09290818249818347	37	95.0	198	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
l-755507	L-755507	BRD-A93206962	3	2	HEPG2;PHH	0.0719694246848424	0.0716444353262583	-0.0552500145775931	0.1757347541861236	-0.0552500145775931	0.2645270127049159	0.11654477654254092	0.3333333333333333	1	0.0719694246848424	0.0719694246848424	-0.0552500145775931	-0.0552500145775931	False	False	0.32279940097618637	3.086034102693773	0.2929915646947229	0.9981056529534822	38	190.0	280	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
nvp-tae684	NVP-TAE684	BRD-K50140147	5	2	HEPG2;PHH	0.3068421044283443	0.1615088503393862	0.1419794602053506	0.206894633360207	0.1419794602053506	0.0904138987026517	0.019557782249259	0.4	1	0.3068421044283443	0.3068421044283443	0.1419794602053506	0.1419794602053506	False	False	0.10019278982728119	3.0791837755567313	1.4803982138948242	2.7994032456748315	39	16.0	43	5	1	True	16038120	True	True	False	mechanistic_probe_only	oncology kinase probe; experimental use only	False	Tier_4_not_prioritized
nu-7026	NU-7026	BRD-K09537769	3	2	HEPG2;PHH	0.0272444321049584	-0.010497229380740051	0.3177923911384174	0.1415750132873654	0.121435706104551	0.2075846081614376	0.20573438439030373	0.3333333333333333	1	0.0272444321049584	0.0272444321049584	0.121435706104551	0.121435706104551	False	False	0.3104518003565895	3.0647048357992275	1.7581600552143564	0.4517406225796001	40	92.0	186	0	1	True		True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
etomoxir	etomoxir	BRD-K32405725;BRD-K77625572	3	2	HEPG2;PHH	0.2536740799744924	0.0590975077615844	0.055091449192592	0.1128125116229057	0.0046254955232143	0.2679031282249424	0.081141268065761	0.3333333333333333	2	0.059097507761584386	0.3190087392512295	-0.1012920439243316	0.05871900357306	False	True	0.30847376225782286	3.0612879693297037	0.5879494662237649	2.1350018092191334	41	54.0	92	2	1	True	123823;14249524;9840324	True	True	True	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
loperamide	loperamide	BRD-K61250553	3	2	HEPG2;PHH	0.2002627576390902	0.03549115525351629	0.4623974221093314	0.1086321733891964	0.1086321733891964	0.2541456246778132	0.04811022794317635	0.3333333333333333	1	0.2002627576390902	0.2002627576390902	0.1086321733891964	0.1086321733891964	False	False	0.27820073864940137	3.008994295429682	2.0592202618733775	1.7154616707420802	42	28.0	74	4	1	True	71420	True	True	False	manual_review_required	unresolved_or_not_curated	False	Tier_4_not_prioritized
